Name_x,포지션,pit_G,GR,GF,CG,SHO,W,L,S,HD,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,FIP,WHIP,팀,pid,Sort▼_y,fid_G,fid_GS,fid_IP,PO,Ass,E,F%,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,연봉(만원),WAR,WAR당 연봉,팀_y,pit_GS,pit_IP
나균안,투수,49,12,4,0,0,10,15,0,0,124,134,132.25,949,254,46,3,23,89,10,1,188,6,0,16,12.309999999999999,4.21,9.83,3.61,롯데 자이언츠,12930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27900,3.4,3207,롯데 자이언츠,14.0,73.0
최지광,투수,57,57,5,0,0,5,2,0,8,19,19,26.0,236,39,8,1,5,30,5,2,56,1,1,2,7.42,5.19,9.75,2.6799999999999997,삼성 라이온즈,12934.0,0.0,34.0,0.0,36.1,2.0,4.0,0.0,0.0,1.49,0.0,0.0,28000,-0.12,-116044,삼성 라이온즈,0.0,36.1
김건국,투수,26,18,4,0,0,0,2,0,0,42,45,42.25,235,66,14,1,5,18,3,0,29,3,0,3,14.61,6.75,9.33,3.19,KIA 타이거즈,12944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000,0.05,62153,KIA 타이거즈,3.0,34.1
박승주,투수,33,33,12,0,0,0,4,0,0,20,24,24.15,165,35,5,2,4,22,3,0,28,3,0,8,10.25,5.5,11.16,3.2199999999999998,키움 히어로즈,12989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000,-0.04,-125171,키움 히어로즈,0.0,17.1
이민우,투수,81,81,7,0,0,4,2,1,12,27,31,37.5,292,64,10,2,7,29,1,0,60,5,0,2,6.39,3.95,9.350000000000001,2.46,한화 이글스,13003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10700,0.16,32490,한화 이글스,0.0,55.0
백승현,투수,78,78,12,0,0,4,1,5,12,34,35,32.95,297,61,11,0,5,40,2,3,44,3,0,2,10.69,1.58,10.790000000000001,3.21,LG 트윈스,13009.0,0.0,33.0,0.0,26.2,0.0,5.0,1.0,0.0,1.69,0.0,0.0,13800,2.02,2279,LG 트윈스,0.0,26.2
곽빈,투수,53,0,0,0,0,27,16,0,0,120,127,117.45,1242,238,47,2,18,134,11,0,260,8,2,15,7.140000000000001,3.11,8.09,2.51,두산 베어스,13061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000,4.36,3210,두산 베어스,30.0,167.2
박신지,투수,21,19,8,0,0,0,1,0,0,18,19,20.75,170,47,15,0,1,19,4,0,18,1,0,2,7.62,5.54,11.08,3.77,두산 베어스,13070.0,0.0,14.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100,-0.04,-85608,두산 베어스,1.0,8.2
정철원,투수,103,103,38,0,0,9,7,19,12,55,60,66.15,480,105,13,2,13,58,7,2,94,7,1,6,10.36,4.46,10.629999999999999,3.36,두산 베어스,13071.0,0.0,100.0,0.0,104.30000000000001,6.0,11.0,2.0,88.2,2.42,0.0,0.0,26500,-0.05,-214404,두산 베어스,0.0,32.1
김민규,투수,19,14,5,0,0,0,1,0,0,16,19,16.45,154,29,9,3,4,23,6,0,24,1,0,5,8.64,5.4,11.64,2.88,두산 베어스,13072.0,0.0,18.0,5.0,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500,0.04,146643,두산 베어스,4.0,25.0
김시훈,투수,100,82,13,0,0,7,7,3,17,80,92,89.30000000000001,722,167,35,2,10,93,4,0,123,10,1,4,8.97,5.47,9.3,3.3,NC 다이노스,13080.0,0.0,60.0,0.0,52.2,1.0,6.0,1.0,87.5,1.2,0.0,0.0,20000,-0.1,-94156,NC 다이노스,18.0,107.1
신민혁,투수,54,6,3,0,0,13,14,0,0,112,130,124.3,1043,262,51,5,34,41,13,0,171,19,1,5,8.29,4.65,9.24,2.49,NC 다이노스,13085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500,1.91,7073,NC 다이노스,24.0,121.0
김영규,투수,105,105,9,0,0,6,6,1,38,37,41,43.5,430,85,10,5,5,37,2,1,96,2,2,6,6.21,3.21,6.87,2.2800000000000002,NC 다이노스,13088.0,0.0,42.0,0.0,45.2,2.0,8.0,1.0,0.0,1.97,0.0,0.0,36500,1.06,13157,NC 다이노스,0.0,45.2
김선기,투수,59,46,10,0,0,7,7,1,0,76,88,91.45,557,147,34,2,15,45,7,1,72,10,1,6,11.52,7.63,10.15,3.2199999999999998,키움 히어로즈,13092.0,0.0,58.0,13.0,119.3,3.0,20.0,2.0,85.7,3.7700000000000005,0.0,0.0,14300,-0.48,-15171,키움 히어로즈,6.0,76.1
김영준,투수,15,15,5,0,0,2,1,0,0,15,18,17.299999999999997,79,22,3,0,2,10,0,1,11,3,0,2,35.22,27.0,18.73,7.96,LG 트윈스,13102.0,0.0,14.0,0.0,15.1,1.0,2.0,0.0,0.0,1.76,0.0,0.0,7400,-0.01,-595577,LG 트윈스,0.0,15.1
성동현,투수,3,3,2,0,0,0,0,0,0,1,1,1.0,14,2,0,0,0,4,0,0,2,0,0,0,9.0,9.0,12.05,4.5,LG 트윈스,13103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300,-0.01,-284117,LG 트윈스,0.0,2.0
윤중현,투수,42,42,14,0,0,2,1,0,0,28,30,32.45,177,51,5,1,6,19,4,2,12,3,0,0,17.8,4.18,16.23,4.39,KIA 타이거즈,13122.0,0.0,30.0,0.0,28.0,2.0,3.0,0.0,100.0,1.61,0.0,0.0,14400,0.24,32519,KIA 타이거즈,0.0,10.1
김정우,투수,8,8,5,0,0,0,0,0,0,10,10,10.55,42,14,4,0,1,7,0,0,6,0,0,0,90.45,9.45,10.84,11.7,두산 베어스,13124.0,0.0,7.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100,-0.1,-30321,두산 베어스,0.0,0.1
최민준,투수,85,85,9,0,0,6,3,1,7,62,65,75.9,464,136,19,3,16,43,4,2,77,4,0,3,11.98,4.35,11.11,3.7300000000000004,SSG 랜더스,13126.0,0.0,52.0,0.0,60.0,3.0,6.0,0.0,100.0,1.35,0.0,0.0,27400,0.28,46713,SSG 랜더스,0.0,39.1
이채호,투수,34,34,6,0,0,0,1,0,1,26,26,25.5,147,39,6,1,8,12,4,0,13,1,0,2,16.38,6.93,15.190000000000001,3.82,KT 위즈,13130.0,0.0,21.0,0.0,24.2,3.0,0.0,1.0,75.0,1.09,0.0,0.0,11300,-0.14,-42155,KT 위즈,0.0,6.2
김도규,투수,41,41,17,0,0,0,4,1,1,19,20,20.5,157,34,6,0,1,19,3,1,31,3,1,6,13.55,4.85,10.79,4.17,롯데 자이언츠,13148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500,0.21,45957,롯데 자이언츠,0.0,4.0
최하늘,투수,30,28,5,0,0,1,3,0,1,33,34,35.2,179,40,10,0,4,21,6,0,21,3,0,2,25.23,19.89,15.32,4.3100000000000005,삼성 라이온즈,13152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7700,-0.32,-11188,삼성 라이온즈,0.0,32.0
최채흥,투수,29,14,3,0,0,1,7,0,1,61,67,63.400000000000006,391,114,18,4,13,28,3,1,47,8,1,2,12.98,7.39,11.81,3.4699999999999998,삼성 라이온즈,13156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000,0.21,73083,삼성 라이온즈,1.0,20.0
김민,투수,87,82,10,0,0,9,6,0,21,59,64,60.75,481,124,19,0,8,43,6,3,99,6,0,9,11.14,8.07,8.92,3.37,KT 위즈,13167.0,0.0,86.0,5.0,106.1,7.0,12.0,0.0,100.0,3.37,0.0,0.0,11000,-0.29,-21040,KT 위즈,1.0,77.1
최이준,투수,51,51,20,0,0,4,0,0,1,42,44,48.0,269,77,17,4,4,37,1,2,37,1,0,5,14.129999999999999,6.83,10.84,4.27,롯데 자이언츠,13169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800,0.02,173303,롯데 자이언츠,0.0,24.2
한두솔,투수,70,70,9,0,0,2,1,0,3,34,41,36.9,279,63,10,3,3,32,4,2,70,5,0,1,14.01,9.0,8.66,3.5700000000000003,SSG 랜더스,13228.0,0.0,64.0,0.0,59.1,2.0,5.0,1.0,0.0,1.06,0.0,0.0,6300,0.0,-790540,SSG 랜더스,0.0,59.1
홍정우,투수,37,36,6,0,0,2,3,0,3,35,36,32.7,175,41,4,1,6,22,3,2,23,4,0,2,52.5,7.75,22.65,7.58,삼성 라이온즈,13242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300,-0.33,-19132,삼성 라이온즈,0.0,1.0
이재익,투수,60,60,6,0,0,2,3,0,11,37,38,42.25,239,75,8,1,5,21,0,3,32,3,0,3,21.64,4.17,10.66,4.95,삼성 라이온즈,13244.0,0.0,49.0,0.0,41.0,3.0,5.0,1.0,88.9,1.76,0.0,0.0,13900,0.29,19540,삼성 라이온즈,0.0,9.2
이상규,투수,29,26,8,0,0,1,4,0,0,22,22,20.95,183,46,7,1,5,20,1,1,33,1,0,2,7.98,2.35,9.31,3.26,LG 트윈스,13245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000,0.19,18571,LG 트윈스,3.0,32.0
김호준,투수,19,18,9,0,0,1,2,0,0,17,18,19.0,84,25,6,1,2,8,5,0,8,0,0,1,20.78,12.0,16.34,4.28,두산 베어스,13268.0,0.0,15.0,1.0,13.1,0.0,2.0,0.0,0.0,1.35,0.0,0.0,6100,-0.05,-61108,두산 베어스,1.0,13.1
켈리,투수,49,0,2,2,1,15,15,0,0,133,152,146.9,1241,314,49,4,23,64,12,1,198,11,0,15,8.34,4.38,8.379999999999999,2.6100000000000003,LG 트윈스,13934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185000,3.41,30748,LG 트윈스,19.0,113.2
요키시,투수,20,0,0,0,0,8,7,0,0,57,66,65.65,475,133,25,3,8,34,5,1,83,9,0,3,10.11,5.07,8.66,3.27,키움 히어로즈,13940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000,0.94,128200,키움 히어로즈,8.0,39.1
알칸타라,투수,43,0,0,0,0,15,11,0,0,91,102,101.65,1047,229,41,3,26,57,7,1,196,14,0,3,7.43,3.14,9.26,2.31,두산 베어스,13941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000,5.79,8635,두산 베어스,12.0,64.1
쿠에바스,투수,49,0,0,0,0,19,12,0,0,112,119,117.65,1197,253,46,5,21,83,9,5,254,13,1,16,6.699999999999999,2.6,7.029999999999999,2.29,KT 위즈,13942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000,4.57,9846,KT 위즈,31.0,173.1
전용주,투수,19,19,4,0,0,0,1,0,1,7,8,6.3,54,8,4,0,0,9,2,0,13,0,0,4,15.15,4.35,9.41,4.16,KT 위즈,14106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200,0.28,10713,KT 위즈,0.0,1.2
손동현,투수,106,106,21,0,0,9,7,2,19,56,62,63.449999999999996,515,118,17,1,10,40,3,3,67,6,0,5,8.74,3.79,9.57,2.67,KT 위즈,14108.0,0.0,41.0,0.0,47.1,3.0,3.0,2.0,0.0,1.14,0.0,0.0,17000,1.3,3857,KT 위즈,0.0,47.1
이상동,투수,65,65,17,0,0,4,2,0,4,37,39,43.099999999999994,331,87,19,0,7,29,3,3,73,1,1,5,9.32,4.2,8.06,3.23,KT 위즈,14109.0,0.0,36.0,0.0,40.2,2.0,4.0,0.0,100.0,1.33,0.0,0.0,9200,0.55,5868,KT 위즈,0.0,32.0
이선우,투수,28,23,11,0,0,0,2,0,0,24,26,27.1,214,57,6,0,5,13,6,0,28,2,0,0,9.74,4.82,9.98,2.9,KT 위즈,14111.0,0.0,28.0,5.0,47.1,3.0,5.0,0.0,100.0,3.25,0.0,0.0,7000,0.0,-1900623,KT 위즈,1.0,10.0
원태인,투수,54,0,1,1,0,22,13,0,0,119,129,127.25,1304,307,55,4,32,76,13,3,221,9,2,9,6.9,3.66,8.719999999999999,2.4699999999999998,삼성 라이온즈,14113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000,4.48,7820,삼성 라이온즈,28.0,159.2
윤정현,투수,7,7,4,0,0,0,0,0,0,4,5,5.0,41,9,0,0,0,8,0,0,3,0,0,1,10.5,3.0,11.55,3.83,키움 히어로즈,14131.0,0.0,6.0,0.0,9.0,0.0,1.0,0.0,100.0,1.5,0.0,0.0,8500,0.13,33367,키움 히어로즈,0.0,3.0
조영건,투수,31,28,3,0,0,2,1,0,2,35,39,36.05,224,56,11,1,7,26,1,0,38,3,0,3,8.01,0.0,8.39,2.82,키움 히어로즈,14132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400,0.42,8020,키움 히어로즈,3.0,39.1
이상영,투수,14,9,1,0,0,0,2,0,1,10,11,11.55,129,27,3,0,1,16,7,0,12,1,0,2,6.58,4.09,12.02,3.23,LG 트윈스,14135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0.11,46617,LG 트윈스,3.0,16.1
정우영,투수,87,87,5,0,0,7,7,0,14,39,54,52.45,353,94,17,0,1,28,21,1,58,6,1,5,9.46,6.79,8.61,3.4000000000000004,LG 트윈스,14136.0,0.0,27.0,0.0,22.2,0.0,7.0,0.0,0.0,2.78,0.0,0.0,72000,-0.74,-54168,LG 트윈스,0.0,22.2
이지강,투수,68,54,11,0,0,4,8,1,3,57,80,82.2,549,121,18,0,9,54,11,0,77,12,0,8,8.5,5.96,9.95,2.91,LG 트윈스,14143.0,0.0,44.0,2.0,53.2,4.0,6.0,0.0,0.0,1.68,0.0,0.0,10400,0.17,21420,LG 트윈스,2.0,53.2
백승건,투수,35,33,10,0,0,2,2,0,3,29,33,32.8,221,54,7,0,9,26,0,0,34,4,0,1,12.68,5.68,13.92,3.8899999999999997,SSG 랜더스,14145.0,0.0,24.0,2.0,38.0,0.0,5.0,1.0,83.3,1.18,0.0,0.0,7600,0.3,10004,SSG 랜더스,0.0,9.1
송명기,투수,68,51,9,0,0,6,10,0,4,81,91,90.3,647,146,22,3,16,64,14,1,96,10,0,13,10.7,5.52,10.34,2.96,NC 다이노스,14155.0,0.0,32.0,0.0,38.1,0.0,1.0,0.0,0.0,0.23,0.0,0.0,26500,0.86,15174,NC 다이노스,0.0,38.1
전사민,투수,26,26,13,0,0,0,2,1,0,34,35,36.2,209,56,7,1,4,31,5,1,23,0,2,5,14.27,5.29,13.11,4.19,NC 다이노스,14156.0,0.0,9.0,0.0,17.0,3.0,3.0,1.0,85.7,3.18,0.0,0.0,6500,0.01,286973,NC 다이노스,0.0,23.2
배민서,투수,7,7,4,0,0,0,0,0,0,8,11,12.55,45,14,6,2,0,5,1,0,5,1,0,2,22.95,10.8,12.02,6.0,NC 다이노스,14158.0,0.0,6.0,0.0,6.2,2.0,0.0,0.0,100.0,2.7,0.0,0.0,10200,-0.13,-38762,NC 다이노스,0.0,1.2
박진,투수,42,39,12,0,0,2,4,1,0,29,33,32.85,243,67,11,1,5,18,2,0,37,0,1,5,13.379999999999999,9.0,13.780000000000001,4.24,롯데 자이언츠,14163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500,-0.06,-56635,롯데 자이언츠,3.0,49.1
김기훈,투수,46,46,16,0,0,3,0,0,0,27,35,38.15,251,44,10,2,1,52,5,1,43,6,2,6,9.629999999999999,6.32,11.010000000000002,3.65,KIA 타이거즈,14176.0,0.0,27.0,0.0,31.1,0.0,2.0,0.0,100.0,0.57,0.0,0.0,9000,-0.34,-14867,KIA 타이거즈,0.0,19.2
장지수,투수,14,14,7,0,0,0,0,0,0,21,23,19.75,86,27,5,2,0,12,2,2,11,1,0,3,28.93,22.5,11.4,5.359999999999999,한화 이글스,14178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400,-0.05,-58276,한화 이글스,0.0,14.0
이종민,투수,23,12,4,0,0,1,9,0,0,48,52,49.8,284,78,17,2,9,28,6,2,31,5,1,0,14.870000000000001,8.56,10.83,3.84,키움 히어로즈,14576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300,-0.27,-11457,키움 히어로즈,9.0,43.2
오원석,투수,57,5,2,1,0,14,19,0,1,152,164,156.95,1198,280,36,3,28,134,22,1,200,16,0,14,10.260000000000002,5.72,10.42,3.1100000000000003,SSG 랜더스,14581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000,1.64,8512,SSG 랜더스,25.0,121.2
김윤식,투수,18,1,0,0,0,6,4,0,0,39,39,37.45,337,93,15,2,4,26,3,0,43,2,0,4,16.22,4.22,8.64,4.16,LG 트윈스,14588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000,1.48,10148,LG 트윈스,1.0,3.0
소형준,투수,9,6,1,0,0,2,0,0,0,17,17,15.45,89,29,6,0,2,4,4,0,7,2,0,2,14.69,11.45,11.18,3.23,KT 위즈,14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000,-0.19,-166189,KT 위즈,0.0,8.1
정해영,투수,105,105,84,0,0,5,7,54,2,30,32,36.45,428,100,14,2,11,36,2,5,80,3,0,0,5.41,3.28,8.84,2.7199999999999998,KIA 타이거즈,14608.0,0.0,105.0,0.0,99.30000000000001,6.0,12.0,1.0,90.9,3.24,0.0,0.0,43000,1.06,21682,KIA 타이거즈,0.0,50.2
홍원표,투수,7,7,4,0,0,0,0,0,0,4,4,4.7,43,6,1,0,1,8,0,0,6,0,0,0,6.71,2.45,11.9,2.67,삼성 라이온즈,14614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400,0.12,26380,삼성 라이온즈,0.0,6.1
황동재,투수,22,9,2,0,0,1,7,0,0,44,47,45.8,335,78,23,2,8,39,6,0,57,1,0,5,11.18,7.67,10.82,3.26,삼성 라이온즈,14615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200,-0.07,-58072,삼성 라이온즈,6.0,42.0
남지민,투수,18,11,6,0,0,1,7,0,0,27,31,31.349999999999998,203,56,13,0,0,15,7,1,26,5,0,4,6.45,7.41,8.45,2.7800000000000002,한화 이글스,14619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300,-0.14,-31683,한화 이글스,0.0,4.0
한승주,투수,65,59,18,0,0,1,6,0,2,59,65,67.8,440,126,22,3,8,41,7,2,69,3,0,6,15.399999999999999,4.33,9.969999999999999,4.08,한화 이글스,14621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600,0.57,5440,한화 이글스,0.0,22.0
최준용,투수,74,74,8,0,0,3,5,0,17,26,28,30.9,315,78,8,1,4,32,2,2,52,3,0,2,7.8500000000000005,2.83,9.34,3.37,롯데 자이언츠,14624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32100,1.55,10183,롯데 자이언츠,0.0,21.2
유영찬,투수,129,129,60,0,0,13,8,27,13,47,51,63.55,591,116,29,1,6,70,10,5,132,7,2,13,6.41,3.57,7.73,2.83,LG 트윈스,14669.0,0.0,61.0,0.0,63.2,4.0,4.0,0.0,0.0,1.13,0.0,0.0,11600,1.05,2962,LG 트윈스,0.0,63.2
김동혁,투수,52,50,19,0,0,1,9,0,6,49,55,56.05,294,78,14,4,8,28,8,0,33,4,2,0,14.17,7.78,13.11,3.41,키움 히어로즈,14674.0,0.0,35.0,2.0,39.1,1.0,6.0,1.0,87.5,1.6,0.0,0.0,12500,-0.46,-14189,키움 히어로즈,0.0,22.1
김재열,투수,78,78,18,0,0,1,5,2,12,36,37,43.65,354,78,19,2,6,42,0,3,76,5,1,1,15.6,13.11,11.14,4.1,KIA 타이거즈,14747.0,0.0,68.0,0.0,68.2,3.0,5.0,2.0,0.0,1.05,0.0,0.0,12000,-0.37,-16236,KIA 타이거즈,0.0,68.2
이용준,투수,33,12,3,0,0,5,7,0,0,57,67,65.05,461,102,17,2,10,58,3,0,76,10,0,2,10.98,5.24,10.42,3.21,NC 다이노스,14763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10200,0.36,9674,NC 다이노스,9.0,33.2
한재승,투수,62,62,17,0,0,1,3,0,6,25,26,30.75,245,46,8,1,4,32,3,0,54,4,0,7,8.63,4.66,9.68,2.86,NC 다이노스,14764.0,0.0,59.0,0.0,54.3,2.0,5.0,2.0,0.0,1.39,0.0,0.0,6600,-0.04,-87452,NC 다이노스,0.0,45.1
김동주,투수,32,6,4,1,0,4,9,0,0,74,83,75.7,578,140,26,7,11,56,8,0,94,7,2,11,10.98,4.25,9.7,3.1399999999999997,두산 베어스,14769.0,0.0,14.0,9.0,50.0,2.0,3.0,0.0,0.0,0.9,0.0,0.0,8600,1.81,1713,두산 베어스,9.0,50.0
최승용,투수,46,20,5,0,0,5,6,1,1,67,73,72.5,603,153,16,3,15,41,4,0,103,9,0,3,9.97,4.38,9.73,2.98,두산 베어스,14770.0,0.0,46.0,26.0,138.0,3.0,23.0,1.0,95.7,3.1100000000000003,0.0,0.0,16200,1.94,3098,두산 베어스,6.0,27.0
강효종,투수,8,0,0,0,0,1,2,0,0,18,21,19.3,112,27,3,0,2,15,2,0,16,2,1,0,26.48,7.48,21.14,5.46,LG 트윈스,14780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100,-0.12,-28143,LG 트윈스,1.0,1.1
이의리,투수,32,0,0,0,0,12,7,0,0,66,74,67.45,667,120,21,0,7,107,8,1,170,13,0,10,9.36,4.37,11.14,3.8200000000000003,KIA 타이거즈,14788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000,2.78,5399,KIA 타이거즈,4.0,13.1
김진욱,투수,68,50,2,0,0,6,4,0,8,76,81,75.55,565,126,27,4,17,73,5,0,122,7,0,8,11.75,6.69,10.58,3.39,롯데 자이언츠,14792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11600,-0.07,-81697,롯데 자이언츠,18.0,84.2
이승현,투수,65,48,12,0,0,7,9,5,7,65,70,69.1,583,129,17,1,15,66,8,1,105,7,0,6,9.21,5.4,10.52,3.05,삼성 라이온즈,14798.0,0.0,45.0,0.0,43.1,2.0,5.0,0.0,100.0,1.45,0.0,0.0,15000,0.05,166778,삼성 라이온즈,17.0,87.1
김기중,투수,64,47,10,0,0,6,7,0,1,72,77,71.8,539,141,21,4,12,56,15,1,85,4,0,4,11.19,5.27,10.58,3.4000000000000004,한화 이글스,14808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000,0.67,5394,한화 이글스,11.0,59.0
우강훈,투수,16,15,7,0,0,1,0,0,0,7,10,8.65,83,17,2,0,0,10,6,0,15,1,0,2,8.31,7.5,9.33,3.13,롯데 자이언츠,14816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100,-0.01,-240292,롯데 자이언츠,0.0,11.2
김영현,투수,39,39,11,0,0,0,0,1,1,24,28,26.65,189,39,9,0,5,27,2,1,43,2,0,3,10.36,6.0,11.09,3.7,KT 위즈,14869.0,0.0,39.0,0.0,40.1,1.0,7.0,3.0,77.8,3.1399999999999997,0.0,0.0,7100,0.04,71998,KT 위즈,0.0,7.1
김규연,투수,81,80,26,0,0,1,1,1,4,52,57,53.6,355,82,12,2,6,38,6,1,60,4,0,5,9.77,3.2,8.600000000000001,2.91,한화 이글스,14871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200,0.46,6801,한화 이글스,1.0,59.0
반즈,투수,55,0,0,0,0,20,16,0,0,118,127,121.30000000000001,1358,311,51,5,24,102,20,1,318,15,0,13,6.63,3.59,7.23,2.56,롯데 자이언츠,15011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000,5.74,14802,롯데 자이언츠,25.0,150.2
문동주,투수,44,0,0,0,0,15,15,0,0,113,123,119.55,1005,261,45,5,20,80,8,1,191,6,2,13,8.89,3.94,8.36,2.98,한화 이글스,15013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13300,2.96,1115,한화 이글스,21.0,111.1
신헌민,투수,14,14,14,0,0,0,0,0,0,14,17,17.35,80,26,8,0,3,9,1,1,8,3,0,0,24.0,7.5,20.74,5.41,SSG 랜더스,15024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200,-0.05,-55918,SSG 랜더스,0.0,3.0
이기순,투수,12,10,3,0,0,1,1,0,0,11,13,12.15,110,15,1,0,3,27,1,0,27,0,0,1,12.66,9.0,15.59,4.11,SSG 랜더스,15028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100,-0.01,-283645,SSG 랜더스,2.0,19.2
이민석,투수,19,14,5,0,0,0,2,0,1,25,27,25.6,158,38,5,3,3,26,2,0,21,1,0,1,7.26,0.0,10.74,2.78,롯데 자이언츠,15045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7900,0.09,47305,롯데 자이언츠,5.0,31.0
진승현,투수,31,31,11,0,0,2,3,0,1,24,26,23.45,161,41,6,0,2,21,0,3,30,4,0,1,14.39,6.51,8.8,3.7,롯데 자이언츠,15047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,-0.01,-462918,롯데 자이언츠,0.0,6.1
최지민,투수,114,114,19,0,0,9,6,6,24,40,45,59.3,469,89,14,3,6,66,8,1,81,9,0,11,7.21,2.58,9.98,3.0300000000000002,KIA 타이거즈,15057.0,0.0,54.0,0.0,46.0,2.0,4.0,1.0,0.0,1.17,0.0,0.0,13000,0.37,8055,KIA 타이거즈,0.0,46.0
황동하,투수,38,11,5,0,0,5,10,0,0,74,89,82.5,613,144,24,3,18,65,9,0,100,9,0,6,11.05,7.18,11.71,3.27,KIA 타이거즈,15063.0,0.0,37.0,27.0,134.2,8.0,18.0,0.0,100.0,3.87,0.0,0.0,6500,-0.14,-20853,KIA 타이거즈,21.0,103.1
주승우,투수,66,64,36,0,0,4,7,14,5,42,43,41.3,315,70,21,1,5,39,7,5,51,2,0,4,13.91,10.13,11.98,3.88,키움 히어로즈,15067.0,0.0,55.0,0.0,51.2,3.0,10.0,0.0,0.0,2.26,0.0,0.0,6300,-0.18,-16757,키움 히어로즈,0.0,51.2
